agency,display_name,fiscal_year,period_month,period_label,obligations,appropriations,pct_obligated
USDA_RD,USDA (ARS + NIFA),2021,2,Nov,294543335.03,2567226000.0,11.473214085164297
USDA_RD,USDA (ARS + NIFA),2021,3,Dec (Q1),501509196.29,2567226000.0,19.53506221462388
USDA_RD,USDA (ARS + NIFA),2021,4,Jan,634150560.93,2567226000.0,24.701781647973338
USDA_RD,USDA (ARS + NIFA),2021,5,Feb,846416072.15,2567226000.0,32.97006465928594
USDA_RD,USDA (ARS + NIFA),2021,6,Mar (Q2),1046741849.87,2567226000.0,40.77326460038968
USDA_RD,USDA (ARS + NIFA),2021,7,Apr,1547777463.3,2567226000.0,60.289879554819095
USDA_RD,USDA (ARS + NIFA),2021,8,May,1701722646.1799998,2567226000.0,66.28643704060335
USDA_RD,USDA (ARS + NIFA),2021,9,Jun (Q3),1911572664.31,2567226000.0,74.46063043573102
USDA_RD,USDA (ARS + NIFA),2021,10,Jul,2103162340.55,2567226000.0,81.92353694415684
USDA_RD,USDA (ARS + NIFA),2021,11,Aug,2377011392.31,2567226000.0,92.59065591848945
USDA_RD,USDA (ARS + NIFA),2021,12,Sep (Q4),2928215921.8,2567226000.0,114.06147810126572
USDA_RD,USDA (ARS + NIFA),2022,2,Nov,335635810.19,3011540000.0,11.144989280899473
USDA_RD,USDA (ARS + NIFA),2022,3,Dec (Q1),590004316.21,3011540000.0,19.59144876740804
USDA_RD,USDA (ARS + NIFA),2022,4,Jan,773158484.8,3011540000.0,25.673193276529616
USDA_RD,USDA (ARS + NIFA),2022,5,Feb,889944752.95,3011540000.0,29.55115166824947
USDA_RD,USDA (ARS + NIFA),2022,6,Mar (Q2),1047748163.3599999,3011540000.0,34.79110897945901
USDA_RD,USDA (ARS + NIFA),2022,7,Apr,1246144435.26,3011540000.0,41.37897671158278
USDA_RD,USDA (ARS + NIFA),2022,8,May,1679516029.12,3011540000.0,55.7693415700937
USDA_RD,USDA (ARS + NIFA),2022,9,Jun (Q3),1942968603.1299999,3011540000.0,64.51744300690012
USDA_RD,USDA (ARS + NIFA),2022,10,Jul,2160106647.13,3011540000.0,71.72764257257084
USDA_RD,USDA (ARS + NIFA),2022,11,Aug,2489846983.8,3011540000.0,82.67686910351514
USDA_RD,USDA (ARS + NIFA),2022,12,Sep (Q4),2993506334.08,3011540000.0,99.40118125875797
USDA_RD,USDA (ARS + NIFA),2023,2,Nov,283652101.0,2880400000.0,9.847663553673101
USDA_RD,USDA (ARS + NIFA),2023,3,Dec (Q1),465615403.4,2880400000.0,16.164956374114706
USDA_RD,USDA (ARS + NIFA),2023,4,Jan,644416979.26,2880400000.0,22.37248226843494
USDA_RD,USDA (ARS + NIFA),2023,5,Feb,802976674.72,2880400000.0,27.87726269684766
USDA_RD,USDA (ARS + NIFA),2023,6,Mar (Q2),1121395682.35,2880400000.0,38.93194286731009
USDA_RD,USDA (ARS + NIFA),2023,7,Apr,1723331575.76,2880400000.0,59.829592270517985
USDA_RD,USDA (ARS + NIFA),2023,8,May,2256966332.15,2880400000.0,78.35600375468685
USDA_RD,USDA (ARS + NIFA),2023,9,Jun (Q3),2457462665.62,2880400000.0,85.31671523468962
USDA_RD,USDA (ARS + NIFA),2023,10,Jul,2721207596.9400005,2880400000.0,94.4732536085266
USDA_RD,USDA (ARS + NIFA),2023,11,Aug,3117048647.5299997,2880400000.0,108.2158258412026
USDA_RD,USDA (ARS + NIFA),2023,12,Sep (Q4),3638386158.15,2880400000.0,126.31530892063603
USDA_RD,USDA (ARS + NIFA),2024,2,Nov,259366614.29000002,2905613000.0,8.926399155358956
USDA_RD,USDA (ARS + NIFA),2024,3,Dec (Q1),388511784.14,2905613000.0,13.371078121553007
USDA_RD,USDA (ARS + NIFA),2024,4,Jan,544165739.1,2905613000.0,18.728087295176614
USDA_RD,USDA (ARS + NIFA),2024,5,Feb,873359125.8800001,2905613000.0,30.057654817761353
USDA_RD,USDA (ARS + NIFA),2024,6,Mar (Q2),1092460951.1399999,2905613000.0,37.59829513221478
USDA_RD,USDA (ARS + NIFA),2024,7,Apr,1293888671.4,2905613000.0,44.530660876035455
USDA_RD,USDA (ARS + NIFA),2024,8,May,1707465708.98,2905613000.0,58.7643884089175
USDA_RD,USDA (ARS + NIFA),2024,9,Jun (Q3),2087521457.78,2905613000.0,71.84444238720022
USDA_RD,USDA (ARS + NIFA),2024,10,Jul,2515585581.0700006,2905613000.0,86.57675957087199
USDA_RD,USDA (ARS + NIFA),2024,11,Aug,2929030085.1499996,2905613000.0,100.8059258115241
USDA_RD,USDA (ARS + NIFA),2024,12,Sep (Q4),3376721240.94,2905613000.0,116.213729802971
USDA_RD,USDA (ARS + NIFA),2025,2,Nov,264570510.55,2905613000.0,9.105497206613544
USDA_RD,USDA (ARS + NIFA),2025,3,Dec (Q1),513223958.83,2905613000.0,17.66319048097596
USDA_RD,USDA (ARS + NIFA),2025,4,Jan,691790664.02,2905613000.0,23.808768202097113
USDA_RD,USDA (ARS + NIFA),2025,5,Feb,799990528.73,2905613000.0,27.532590497426877
USDA_RD,USDA (ARS + NIFA),2025,6,Mar (Q2),1014176823.17,2905613000.0,34.9040571875883
USDA_RD,USDA (ARS + NIFA),2025,7,Apr,1162894488.9199998,2905613000.0,40.0223460219926
USDA_RD,USDA (ARS + NIFA),2025,8,May,1469027465.37,2905613000.0,50.55826310558219
USDA_RD,USDA (ARS + NIFA),2025,9,Jun (Q3),1630784038.4399998,2905613000.0,56.1253008724837
USDA_RD,USDA (ARS + NIFA),2025,10,Jul,1805943603.89,2905613000.0,62.153617976309995
USDA_RD,USDA (ARS + NIFA),2025,11,Aug,2057048194.6399999,2905613000.0,70.79567012675122
USDA_RD,USDA (ARS + NIFA),2025,12,Sep (Q4),2791005478.6599994,2905613000.0,96.05565086128122
USDA_RD,USDA (ARS + NIFA),2026,2,Nov,164312028.92000002,2909473000.0,5.647484232367855
USDA_RD,USDA (ARS + NIFA),2026,3,Dec (Q1),331937979.07,2909473000.0,11.408869546821709
USDA_RD,USDA (ARS + NIFA),2026,4,Jan,659939029.59,2909473000.0,22.682424947404563
